266.59,161.33,308.95,206.67,252.21,259.69,209.85,214.34
265.45,157.29,310.25,195.34,259.61,254.96,214.81,216.91
264.27,152.64,308.66,188.43,261.71,246.67,217.31,210.87
264.58,143.49,309.77,175.76,265.63,237.56,220.44,205.29
273.05,142.5,316.94,174.75,273.64,233.66,229.75,201.41
275.92,145.03,320.68,174.57,279.53,236.92,234.78,207.38
252.4,158.14,309.47,162.14,304.64,231.06,247.57,227.06
260.73,151.08,314.9,155.21,309.63,224.52,255.45,220.4
268.51,143.14,319.9,148.04,312.97,220.81,261.58,215.91
267.29,139.42,315.96,142.5,311.4,214.41,262.73,211.32
253.78,141.22,303.33,141.69,302.65,212.38,253.1,211.91
252.89,121.1,302.01,117.15,307.56,186.16,258.44,190.11
244.95,106.44,295.65,105.04,297.51,172.18,246.81,173.59
237.22,105.3,286.32,99.59,293.99,165.51,244.89,171.22
236.57,97.812,285.28,95.249,288.64,159.18,239.93,161.74
242.75,76.601,291.66,75.28,293.38,139.12,244.47,140.45
250.15,69.151,298.39,68.919,298.69,129.88,250.44,130.11
246.35,75.709,294.18,75.975,293.83,137.8,246,137.53
238.77,77.618,287.42,76.266,289.11,137.08,240.46,138.43
247,75,295,75,295,136,247,136
249.82,84.003,297.31,84.472,296.7,145.39,249.21,144.92
244.43,104.88,291.44,104.69,291.67,162.89,244.66,163.08
241.57,116.03,289.77,116.57,289.11,176.48,240.91,175.95
238.5,126.68,285.2,124.15,288.44,184.19,241.74,186.72
236.77,139.12,283.61,135.43,288.21,193.69,241.37,197.39
236.25,134.06,284.01,134.05,284.01,191,236.25,191
221.75,133.29,271.38,137.11,266.95,194.69,217.32,190.87
219.88,120.44,264.83,151.72,235.17,194.35,190.22,163.07
200.3,102.42,249.74,101.82,250.43,158.74,200.99,159.35
189.05,92.39,241.3,90.783,243,146.21,190.75,147.82
179.06,95.745,233.24,99.759,229.01,156.82,174.83,152.8
164.46,104.3,220.56,114.92,209.9,171.25,153.8,160.64
153.15,95.403,209.58,108.68,195.28,169.47,138.85,156.19
154.14,83.014,211.34,98.36,194.21,162.2,137.01,146.86
157.19,77.671,214.63,93.28,197.25,157.26,139.8,141.65
158.17,73.455,215.17,91.333,194.92,155.9,137.91,138.03
163.76,75.239,216.54,97.682,190.27,159.48,137.48,137.04
166.47,84.179,216.51,113.53,182.53,171.46,132.49,142.11
172.17,84.863,221.22,118.63,183.31,173.69,134.26,139.92
180.13,86.712,230.04,118.13,193.76,175.77,143.85,144.35
182.59,89.716,233.06,118.87,199.22,177.44,148.75,148.29
180.35,82.079,231.97,108.89,200.72,169.04,149.1,142.23
187.99,88.311,233.03,133.48,185.66,180.72,140.62,135.55
136.52,148.4,181.37,102.66,227.29,147.7,182.44,193.43
132.22,136.07,181.74,97.283,223.33,150.38,173.81,189.17
143.44,106.61,195.98,87.566,220.1,154.13,167.57,173.17
146.6,106.38,195.65,83.187,226.39,148.21,177.34,171.4
148.88,112.23,192.98,87.531,228.17,150.37,184.07,175.07
150.38,112.94,190.81,85.554,232.78,147.51,192.35,174.9
152.88,117.42,191.52,87.377,238.36,147.61,199.73,177.65
158.97,121.4,195.38,89.912,246.53,149.05,210.12,180.54
163.83,128.56,197.64,93.55,254.66,148.6,220.85,183.62
166.8,135.97,200.4,100.05,258.63,154.53,225.03,190.45
174.84,149.15,206.22,110.51,265.81,158.92,234.43,197.55
178.41,159.21,206.66,116.49,270.12,158.47,241.87,201.18
185.82,165.68,213.02,119.94,280.04,159.79,252.84,205.53
221.19,123.91,287.99,159.5,262.23,207.85,195.43,172.26
214.24,136.52,282.27,169.36,257.88,219.89,189.84,187.05
202.06,151.1,275.2,168.37,261.61,225.92,188.47,208.65
205.83,145.87,277.21,162.77,263.63,220.12,192.25,203.22
213.8,133,282.17,154.13,264.68,210.67,196.32,189.53
212.58,127.9,276.39,154.53,253.07,210.41,189.26,183.78
210.62,123.14,269.7,155.64,238.14,213.02,179.06,180.53
209.26,119.68,267.31,151.65,235.43,209.56,177.38,177.59
214.81,118.91,268.17,153.84,230.73,211.02,177.38,176.09
210.82,122.69,266.16,155.15,231.93,213.52,176.58,181.05
182.83,130.97,252.86,134.9,249.32,198,179.29,194.07
209.16,128.52,261.33,166.88,219.58,223.66,167.41,185.3
171,143.83,244.52,144.1,244.28,209.31,170.77,209.04
207.27,134.69,259.66,175.69,214.83,232.96,162.44,191.96
179,130,256,130,256,199,179,199
231.74,114.48,286.19,156.71,240.44,215.69,185.99,173.47
185,115,263,115,263,187,185,187
209.98,100.34,269.14,141.49,223.28,207.41,164.12,166.26
204.28,84.702,265.82,121.82,225.19,189.18,163.65,152.06
198.44,67.284,260.3,106.37,218.02,173.29,156.16,134.2
178.8,56.767,241.79,96.298,198.63,165.07,135.64,125.53
158.19,50.451,223.38,90.303,180.57,160.33,115.38,120.47
153.46,40.458,220.22,80.249,177.86,151.31,111.1,111.51
162.12,34.218,229.92,73.567,187.78,146.18,119.98,106.83
166.17,43.209,234.59,84.136,190.7,157.49,122.29,116.56
115.31,60.157,206.92,61.208,205.99,142.56,114.38,141.51
99.604,67.914,191.63,64.953,194.31,148.23,102.28,151.19
136.72,67.345,214.86,107.39,174.15,186.83,96.008,146.79
150.48,77.951,229.02,118.61,186.91,199.96,108.37,159.3
154.58,81.324,235.63,121.15,194.7,204.44,113.65,164.62
157.15,84.814,239.91,126.11,197.31,211.49,114.55,170.2
154.37,80.642,239.3,120.99,198.04,207.82,113.11,167.47
157.95,76.59,244.6,119.65,200.79,207.8,114.14,164.75
170.99,73.518,258.86,118.29,213.39,207.52,125.52,162.75
178.39,65.356,269.93,110.55,224.77,202.01,133.23,156.81
171.46,64.583,267.85,102.61,230.77,196.6,134.38,158.57
174.89,64.822,268.91,111.98,222.32,204.87,128.3,157.71
174.23,64.38,268.74,111.11,222.8,204.03,128.29,157.3
175.93,61.178,272.84,106.8,228.59,200.78,131.69,155.16
175.7,57.736,273.84,104.92,228.08,200.12,129.93,152.94
160.76,57.32,265.99,95.259,230.23,194.42,125.01,156.48
138.74,59.895,253.12,76.961,237.78,179.77,123.4,162.71
151.34,55.906,263.45,84.663,236.99,187.81,124.88,159.05
156.24,57.073,268.98,90.196,238.12,195.23,125.39,162.11
154.47,60.474,269.01,94.958,237.27,200.38,122.73,165.9
149.69,68.548,268.41,97.777,241.84,205.69,123.12,176.46
145.02,80.706,268.32,92.464,257.87,202.04,134.57,190.29
156.16,74.444,279.26,96.128,259.49,208.36,136.39,186.68
145.81,67.788,273.82,81.232,261.9,194.71,133.89,181.27
148.91,66.894,276.21,73.408,270.4,187.09,143.09,180.58
166.02,55.789,295.66,65.266,287.18,181.33,157.54,171.85
166.92,53.493,299.89,63.138,291.4,180.19,158.43,170.54
149.47,60.314,282.89,61.464,281.87,178.75,148.46,177.6
145.16,59.148,278.7,67.399,271.36,186.22,137.82,177.97
148.32,62.089,284.51,62.543,284.1,183.32,147.92,182.87
158.22,66.933,293.75,68.359,292.47,189.98,156.94,188.55
151.11,78.158,290.29,76.485,291.75,198.43,152.57,200.1
148.1,85.296,286.46,85.851,285.97,209.28,147.61,208.73
143.13,91.467,283.47,87.705,286.86,213.92,146.52,217.68
150.55,93.539,293.41,94.226,292.8,221.46,149.94,220.78
161.1,98.024,303.73,99.38,302.5,228.96,159.87,227.61
165,102,313,102,313,232,165,232
156.3,102.07,303.83,102.91,303.08,233.7,155.55,232.86
140.31,110.71,288.93,110.54,289.08,243.14,140.46,243.3
149.04,114.38,296.48,110.84,299.67,243.41,152.22,246.95
162.14,104.7,311.37,101.21,314.53,235.93,165.3,239.43
163.95,96.653,315.12,89.753,321.24,223.84,170.07,230.74
152.13,90.223,302.22,79.604,311.68,213.31,161.59,223.93
141.22,89.549,292.81,82.305,299.28,217.57,147.68,224.82
147.34,92.797,299.5,89.211,302.7,224.99,150.54,228.57
158.25,94.573,310,87.85,316.06,224.76,164.32,231.49
164.71,92.058,316.05,83.787,323.52,220.55,172.18,228.82
163.53,93.274,316.26,81.033,327.25,218.18,174.52,230.42
161.16,92.628,314.34,79.389,326.3,217.86,173.13,231.1
156.91,97.857,310.78,81.169,325.84,220.03,171.97,236.71
146.85,100.36,300.38,80.932,317.99,220.14,164.47,239.56
139.04,107.63,293.47,87.954,311.2,227.21,156.77,246.89
136.13,110,290.34,87.815,310.49,227.92,156.28,250.1
128.27,112.02,282.69,85.775,306.54,226.12,152.12,252.37
127.89,114.61,282.9,92.396,303.07,233.14,148.06,255.35
128.05,121.47,282.18,95.339,305.95,235.56,151.83,261.7
127.45,121.12,281.89,93.707,306.85,234.32,152.41,261.73
122.11,119.76,276.62,91.733,302.04,231.86,147.52,259.88
119.45,119.17,274.97,91.107,300.23,231.07,144.71,259.13
127.45,117.31,281.93,88.72,307.75,228.21,153.27,256.8
133.91,114.38,287.71,83.26,316.1,223.59,162.3,254.7
138.2,114.03,291.72,86.625,316.66,226.32,163.13,253.72
131.89,117.02,286.88,85.563,315.17,224.93,160.18,256.39
133.96,112.17,288.41,83.255,314.66,223.49,160.21,252.4
136.21,109.53,290.59,80.826,316.63,220.92,162.26,249.62
131.67,111.77,286.05,80.051,314.94,220.7,160.56,252.42
128.15,111.28,282.11,80.188,310.49,220.73,156.53,251.82
126.72,109.17,279.78,76.381,309.87,216.82,156.81,249.61
126.89,109.54,280.56,75.129,311.93,215.2,158.26,249.61
127.18,112.12,280.11,76.824,312.39,216.68,159.46,251.98
125.62,115.67,277.18,78.378,311.76,218.94,160.2,256.23
123.57,117.37,278.4,83.803,308.98,224.83,154.14,258.4
121.96,123.18,276.69,88.572,308.19,229.43,153.46,264.03
124.54,122.71,279.26,89.994,309.13,231.27,154.42,263.99
125.78,122.45,280.47,90.041,310.25,232.19,155.56,264.6
126.52,124.26,279.59,92.23,308.97,232.62,155.9,264.65
125.98,124.13,279.77,90.122,310.95,231.12,157.16,265.13
